OBJECTID,ID,ORIGGPLU,Shape_Leng,Shape_Area,FID_,OBJECTID_1,JURIS,COUNTY,LPSCODE,PLANDATE,ORIGGPLU_1,GENGPLU,max_far,max_height,max_dua,max_du_per,HS,HT,HM,OF_,HO,SC,IL,IW,IH,RS,RB,MR,MT,ME,ABAGGPLU,Acres,Shape_Le_1,Shape_Ar_1
1739,61739,805 - Public Access to Waterways,4008.809079,129619.6038,21569,21446,Suisun City,Solano,805,May-92,805 - Public Access to Waterways,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,17.59732397,1137.53,71213.84
1740,61740,805 - Public/Quasi-Public Facilities,4595.77,147023.4678,21572,21449,Suisun City,Solano,805,May-92,805 - Public/Quasi-Public Facilities,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0.044917885,47.85478345,181.7759552
1741,61741,805 - PUD Commercial,8138.827173,528023.8629,21556,21433,Suisun City,Solano,805,May-92,805 - PUD Commercial,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,18.28586447,1205.83,74000.26
1742,61742,805 - Rural Residential,2382.40297,11207.45031,21580,21457,Suisun City,Solano,805,May-92,805 - Rural Residential,Residential,0,35,0.05,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.535914497,416.5274547,2168.77
1743,61743,805 - School,2244.317929,96693.25803,21582,21459,Suisun City,Solano,805,May-92,805 - School,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,9.205765038,858.4692914,37254.41
1744,61744,805 - Suisun Marsh Protection District,432.1049383,5656.0106,19825,19702,Suisun City,Solano,805,May-92,805 - Suisun Marsh Protection District,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,1.397646808,432.1049383,5656.01
1745,61745,805 - Waterfront Commercial,614.8657494,11947.42709,19824,19701,Suisun City,Solano,805,May-92,805 - Waterfront Commercial,Commercial,1.5,30,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,1.938841759,358.6746542,7846.21
1746,61746,806 - Agricultural Buffer,1973.194832,95019.73947,21585,21462,Vacaville,Solano,806,6-Jul,806 - Agricultural Buffer,Agriculture/Resource Extraction,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,22.69177644,1658.09,91830.38
1747,61747,806 - Agriculture,10304.82078,1804410,21587,21464,Vacaville,Solano,806,6-Jul,806 - Agriculture,Agriculture/Resource Extraction,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,205.511222,3905.22,831674.33
1748,61748,806 - Business Park,24239.39855,3403754.528,21590,21467,Vacaville,Solano,806,6-Jul,806 - Business Park,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,141.7891491,4152.49,573800.35
1749,61749,806 - Commercial Offices,7490.330134,301456.4705,21600,21477,Vacaville,Solano,806,6-Jul,806 - Commercial Offices,Commercial,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,1,1,,6.599269257,862.1834854,26706.31
1750,61750,806 - Downtown,6139.522009,939989.3815,19827,19704,Vacaville,Solano,806,6-Jul,806 - Downtown,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,232.2764319,6139.52,939989.38
1751,61751,806 - General Commercial,56202.55697,2477298.044,22077,21976,Vacaville,Solano,806,6-Jul,806 - General Commercial,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,7.916100403,727.8041245,32035.32
1752,61752,806 - Golf Course,8922.858464,1648803.422,19828,19705,Vacaville,Solano,806,6-Jul,806 - Golf Course,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,407.4281903,8922.86,1648803.42
1753,61753,806 - High Density,44097.00165,1593610.761,21611,21488,Vacaville,Solano,806,6-Jul,806 - High Density,Residential,0,0,24,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,7.546393336,694.034543,30539.17
1754,61754,806 - Highway Commercial,23013.26139,1730321.21,22142,22041,Vacaville,Solano,806,6-Jul,806 - Highway Commercial,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,69.95286453,2139.32,283089.2
1755,61755,806 - Hillside Agricultural,17448.8378,1610253.533,21667,21544,Vacaville,Solano,806,6-Jul,806 - Hillside Agricultural,Agriculture/Resource Extraction,0,0,0.05,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,29.74982317,1722.09,120393.27
1756,61756,806 - Industrial Park,50013.34189,5087052.896,18943,21590,Vacaville,Solano,806,6-Jul,806 - Industrial Park,Industrial,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,53.0190117,2102.28,214560.32
1757,61757,806 - Lake,3313.055797,370272.4645,19829,19706,Vacaville,Solano,806,6-Jul,806 - Lake,Water,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,91.49631761,3313.055797,370272.46
1758,61758,806 - Low-Medium Density Residential,33833.81353,2153836.927,21885,21784,Vacaville,Solano,806,6-Jul,806 - Low-Medium Density Residential,Residential,0,0,8,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,1.715760018,456.8792405,6943.44
1759,61759,806 - Low Density Residential,229713.1418,17998156.08,21913,21812,Vacaville,Solano,806,6-Jul,806 - Low Density Residential,Residential,0,0,5,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.084775643,335.9148539,343.0767159
1760,61760,806 - Manufactured Home Park,8034.092,473406.3566,18949,21596,Vacaville,Solano,806,6-Jul,806 - Manufactured Home Park,Residential,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,16.78891894,1089.86,67942.35
1761,61761,806 - Medium Density Residential,20706.25133,930038.1134,21860,21759,Vacaville,Solano,806,6-Jul,806 - Medium Density Residential,Residential,0,0,14,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,6.535805977,646.8666781,26449.47
1762,61762,806 - Neighborhood Commercial,8034.129898,312072.264,22161,22060,Vacaville,Solano,806,6-Jul,806 - Neighborhood Commercial,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,8.067336559,785.2936414,32647.35
1763,61763,806 - Open Space,95153.52912,8602752.598,18957,21604,Vacaville,Solano,806,6-Jul,806 - Open Space,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,1.027686812,304.5883646,4158.9
1764,61764,806 - Private Recreation,9891.249981,687303.7159,21746,21645,Vacaville,Solano,806,6-Jul,806 - Private Recreation,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,5.365301887,601.1825915,21712.6
1765,61765,806 - Professional Office Restriction,3127.377626,82825.81261,21753,21652,Vacaville,Solano,806,6-Jul,806 - Professional Office Restriction,Commercial,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,1,1,,1.347072135,301.8213543,5451.41
1766,61766,806 - Public Park,44337.22191,2857423.693,21760,21659,Vacaville,Solano,806,6-Jul,806 - Public Park,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.699251097,290.9715889,2829.77
1767,61767,806 - Public/Institutional,33050.85243,4324892.785,21801,21700,Vacaville,Solano,806,6-Jul,806 - Public/Institutional,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,474.8622826,6441.62,1921699.43
1768,61768,806 - Residential Estate,43373.8772,3009600.919,22043,21942,Vacaville,Solano,806,6-Jul,806 - Residential Estate,Residential,0,0,3,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.695587884,210.1793089,2814.95
1769,61769,806 - Roads,6077.95554,23883.98509,21702,21579,Vacaville,Solano,806,Aug-90,806 - Roads,Other/Unknown,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,5.704682319,5829.6,23086
1770,61770,806 - Rural Residential,7852.25118,324806.6972,21852,21751,Vacaville,Solano,806,6-Jul,806 - Rural Residential,Residential,0,0,0.4,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,1.723897307,761.6458157,6976.37
1771,61771,806 - Schools,20284.46668,1154848.513,21819,21718,Vacaville,Solano,806,6-Jul,806 - Schools,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,7.621163267,693.1063566,30841.75
1772,61772,806 - Service,5760.142548,242912.3849,21842,21741,Vacaville,Solano,806,6-Jul,806 - Service,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,22.63960017,1922.74,91619.22
1773,61773,806 - Urban High Density Residential,1359.431847,37700.92694,21849,21748,Vacaville,Solano,806,6-Jul,806 - Urban High Density Residential,Residential,0,0,36,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,2.07977302,367.1631094,8416.55
1774,61774,807 - Employment,72397.73177,17822489.64,23893,23857,Solano County,Solano,899,Post2002,807 - Employment,Mixed Use: Commercial & Industrial,0,0,0,0,0,0,0,1,1,0,1,1,,1,1,0,1,1,,5.31681E-05,13.61916293,0.215045668
1775,61775,807 - High Density Residential,83909.74674,2524209.729,23907,23871,Solano County,Solano,899,Post2002,807 - High Density Residential,Residential,0,0,20,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,0.009245755,477.0370404,37.41330278
1776,61776,807 - Highway Commercial,16734.27255,650354.5863,22373,22272,Vallejo,Solano,807,Pre2002,807 - Highway Commercial,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,0.567838452,192.4983301,2297.96
1777,61777,807 - Low Density Residential,808584.3543,28654612.57,18965,22995,Vallejo,Solano,807,Pre2002,807 - Low Density Residential,Residential,0,0,8.7,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,6.596482931,749.9790665,26695.02
1778,61778,807 - Medical,5501.407952,187681.6479,23301,23221,Vallejo,Solano,807,Pre2002,807 - Medical,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,1.963358061,350.4597222,7945.43
1779,61779,807 - Medium Density Residential,98346.41813,2508880.63,18986,23394,Vallejo,Solano,807,Pre2002,807 - Medium Density Residential,Residential,0,0,17.4,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,1.543168713,356.1812053,6244.98
1780,61780,807 - Neighborhood Commercial,1994.511065,102333.4284,23526,23467,Vallejo,Solano,807,Pre2002,807 - Neighborhood Commercial,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,9.549563241,927.1810987,38645.72
1781,61781,807 - Open Space,18510.63682,5794831.537,23528,23469,Vallejo,Solano,807,Pre2002,807 - Open Space,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,3.300486562,550.2751087,13356.59
1782,61782,807 - Park,76399.1047,6648263.362,23531,23472,Vallejo,Solano,807,Pre2002,807 - Park,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,26.08559633,2554.52,105564.66
1783,61783,807 - Public/Semi-Public,8495.904804,587542.0823,23572,23513,Vallejo,Solano,807,Pre2002,807 - Public/Semi-Public,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,36.23434254,1680.53,146635.18
1784,61784,807 - Retail Commercial,98442.66807,2994608.02,23898,23862,Solano County,Solano,899,Post2002,807 - Retail Commercial,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,0.000481609,109.0664812,1.948144464
1785,61785,807 - School,20519.14763,1173750.81,23810,23774,Vallejo,Solano,807,Pre2002,807 - School,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,4.081718837,529.200232,16518.14
1786,61786,807 - Waterfront Commercial,5508.701522,191199.3896,23831,23795,Vallejo,Solano,807,Pre2002,807 - Waterfront Commercial,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,9.523154658,979.5504509,38538.84
1787,61787,807 - Wetland,12602.86574,835688.7693,23835,23799,Vallejo,Solano,807,Pre2002,807 - Wetland,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,142.3714551,7208.76,576156.85
1788,61788,899 - Commercial Office,780.3566386,27247.94889,19816,19693,Solano County,Solano,899,Post2002,899 - Commercial Office,Commercial,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,1,1,,6.733111893,780.3566386,27247.95
1789,61789,899 - Commercial Recreation,4183.616198,556118.6852,23839,23803,Solano County,Solano,899,Post2002,899 - Commercial Recreation,Commercial,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,123.5913351,3226.78,500156.34
1790,61790,899 - Commercial Service,10523.84553,1327334.251,23842,23806,Solano County,Solano,899,Post2002,899 - Commercial Service,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,6.254559612,876.403914,25311.3
1791,61791,899 - Commercial Service - Light Industrial,6361.402324,713508.5034,23841,23805,Solano County,Solano,899,Post2002,899 - Commercial Service - Light Industrial,Mixed Use: Commercial & Industrial,0,0,0,0,0,0,0,1,1,0,1,1,,1,1,0,1,1,,176.3117973,6361.4,713508.5
1792,61792,899 - Community Commercial,3633.901634,285732.6964,23848,23812,Solano County,Solano,899,Post2002,899 - Community Commercial,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,0.062722818,83.11921808,253.8302298
1793,61793,899 - Extensive Agriculture,494812.8644,578403432.5,20874,20751,Fairfield,Solano,803,Jun-92,899 - Extensive Agriculture,Agriculture/Resource Extraction,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.062834697,120.7368748,254.2820766
1794,61794,899 - General Industrial,26307.79216,5100612.558,23882,23846,Solano County,Solano,899,Post2002,899 - General Industrial,Industrial,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,28.4786429,1460.74,115248.96
1795,61795,899 - Highway Commercial,8934.743085,650457.068,19040,23902,Solano County,Solano,899,Post2002,899 - Highway Commercial,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,2.072924621,676.6651219,8388.84
1796,61796,899 - Intensive Agriculture,390277.8189,744894819.7,19033,23895,Solano County,Solano,899,Post2002,899 - Intensive Agriculture,Agriculture/Resource Extraction,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,1.033558295,1345.37,4182.66
1797,61797,899 - Limited Industrial,11106.91721,1312999.431,20861,20738,Fairfield,Solano,803,Jun-92,899 - Limited Industrial,Industrial,0.6,50,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,0.029253548,45.34057963,118.3845224
1798,61798,899 - Low Density Residential (2 to 7 units per acre),42922.96576,4525364.731,20872,20749,Fairfield,Solano,803,Jun-92,899 - Low Density Residential (2 to 7 units per acre),Residential,0,35,7,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.052393078,132.9542698,212.0262593
1799,61799,899 - Marsh,475395.8059,238324817.1,19045,23907,Solano County,Solano,899,Post2002,899 - Marsh,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,3.132420483,615.1504104,12676.46
1800,61800,899 - Medium Density Residential (8 to 15 units per acre),5931.151202,249602.352,19044,23906,Solano County,Solano,899,Post2002,899 - Medium Density Residential (8 to 15 units per acre),Residential,0,0,15,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,2.824572152,440.9250211,11430.63
1801,61801,899 - Neighborhood Commercial,2083.272592,65233.03011,24028,24009,Solano County,Solano,899,Post2002,899 - Neighborhood Commercial,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,2.973698726,388.9410808,12034.13
1802,61802,899 - Park & Recreation,74280.61047,9805777.607,20890,20767,Fairfield,Solano,803,Jun-92,899 - Park & Recreation,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.898878892,292.6236946,3637.64
1803,61803,899 - Public,10192.6035,1343798.666,20901,20778,Fairfield,Solano,803,Jun-92,899 - Public,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,3.003409496,1518.31,12154.36
1804,61804,899 - Roads,13292.1557,264626.7941,23938,23919,Solano County,Solano,899,Post2002,899 - Roads,Other/Unknown,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,18.92923424,6540.26,76603.95
1805,61805,899 - Rural Residential (2.5 to 10 acres per unit),142106.8754,57414950.92,19032,23894,Solano County,Solano,899,Post2002,899 - Rural Residential (2.5 to 10 acres per unit),Residential,0,0,10,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.977115268,471.6737321,3954.25
1806,61806,899 - Suburban Residential (1 to 4 units per acre),21911.60728,3098059.104,24072,24053,Solano County,Solano,899,Post2002,899 - Suburban Residential (1 to 4 units per acre),Residential,0,0,4,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.002195288,387.3476674,8.887044535
1807,61807,899 - Water Bodies & Courses,708788.8048,147146729.3,24076,24057,Solano County,Solano,899,Post2002,899 - Water Bodies & Courses,Water,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,2.204259945,651.3048,8920.32
1808,61808,899 - Water Dependent Industrial Reserve,38585.32047,39488252.6,19817,19694,Solano County,Solano,899,Post2002,899 - Water Dependent Industrial Reserve,Industrial,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,6874.18,30734.47,27818820.41
1809,61809,899 - Watershed,124508.158,149087091.7,24084,24065,Solano County,Solano,899,Post2002,899 - Watershed,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,8803.6,38881.19,35626887.85
1810,61810,901 - Business Park,2877.840619,176010.1014,24109,24090,Cloverdale,Sonoma,901,Pre2002,901 - Business Park,Commercial,0.6,50,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,18.03563215,1390.33,72987.62
1811,61811,901 - Conservation Features,2570.31525,90768.12892,24112,24093,Cloverdale,Sonoma,901,Pre2002,901 - Conservation Features,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,21.01734622,1940.75,85054.18
1812,61812,901 - Destination Commercial,8000.37668,430470.3705,24117,24098,Cloverdale,Sonoma,901,Pre2002,901 - Destination Commercial,Commercial,3,40,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,0.124693763,328.9197749,504.624504
1813,61813,901 - Downtown Commercial,1646.890153,135570.4479,24093,24074,Cloverdale,Sonoma,901,Pre2002,901 - Downtown Commercial,Commercial,3,40,20,0,0,0,1,1,1,1,0,0,,1,1,0,1,1,,33.50019081,1646.89,135570.45
1814,61814,901 - General Industry,3962.42812,211343.3255,24126,24107,Cloverdale,Sonoma,901,Pre2002,901 - General Industry,Industrial,0.6,50,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,1.641998673,382.9432337,6644.94
1815,61815,901 - High Density Residential,4433.908654,195698.5736,24131,24112,Cloverdale,Sonoma,901,Pre2002,901 - High Density Residential,Residential,0.4,35,16,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,19.29380842,1424.6,78079.28
1816,61816,901 - Low-Medium Density Residential,8399.86152,610715.0963,24135,24116,Cloverdale,Sonoma,901,Pre2002,901 - Low-Medium Density Residential,Residential,0.4,35,6,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,25.21434408,1256.03,102038.81
1817,61817,901 - Low Density Residential,14174.40306,1133233.402,24140,24121,Cloverdale,Sonoma,901,Pre2002,901 - Low Density Residential,Residential,0.4,35,4,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.000115151,3.568309996,0.466000245
1818,61818,901 - Medium-High Density Residential,4469.274121,207571.9808,24154,24135,Cloverdale,Sonoma,901,Pre2002,901 - Medium-High Density Residential,Residential,0.4,35,10,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,44.3192369,3618.53,179353.59
1819,61819,901 - Medium Density Residential,23811.30111,2070614.876,24156,24137,Cloverdale,Sonoma,901,Pre2002,901 - Medium Density Residential,Residential,0.4,35,8,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,3.036991364,1136.37,12290.25
1820,61820,901 - Mixed,1945.723443,44833.67083,24163,24144,Cloverdale,Sonoma,901,Pre2002,901 - Mixed,Mixed Use,1,40,20,0,1,1,1,1,1,1,0,0,,1,1,1,1,1,,3.837870887,752.7507762,15531.32
1821,61821,901 - Public Institutional,17123.83229,754555.1805,24167,24148,Cloverdale,Sonoma,901,Pre2002,901 - Public Institutional,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,36.68993032,2400.06,148478.88
1822,61822,901 - Rural Residential,1868.141273,60250.64395,24191,24172,Cloverdale,Sonoma,901,Pre2002,901 - Rural Residential,Residential,0.4,35,0.2,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,11.02453452,1003.1,44614.71
1823,61823,901 - Service Commercial,6816.797763,257005.1728,24196,24177,Cloverdale,Sonoma,901,Pre2002,901 - Service Commercial,Commercial,1,35,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,21.26805887,1442.7,86068.77
1824,61824,902 - Commercial Industrial,2722.781356,301828.7748,24094,24075,Cotati,Sonoma,902,Pre2002,902 - Commercial Industrial,Mixed Use: Commercial & Industrial,0,40,15,0,0,0,1,1,1,0,1,1,,1,1,0,1,1,,74.58351164,2722.78,301828.77
1825,61825,902 - General Commercial,19170.51157,677240.7916,24203,24184,Cotati,Sonoma,902,Pre2002,902 - General Commercial,Commercial,0,50,15,0,0,1,1,1,1,1,0,0,,1,1,0,1,1,,5.421327137,630.910932,21939.33
1826,61826,902 - General Industrial,5960.33137,215514.0668,24232,24213,Cotati,Sonoma,902,Pre2002,902 - General Industrial,Industrial,0,40,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,5.377817732,569.4349144,21763.26
1827,61827,902 - High Density Residential,4852.921228,96335.48044,24236,24217,Cotati,Sonoma,902,Pre2002,902 - High Density Residential,Residential,0,28,15,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,2.637144207,477.6728833,10672.15
1828,61828,902 - Highway Commercial,3789.64359,94353.98524,24245,24226,Cotati,Sonoma,902,Pre2002,902 - Highway Commercial,Commercial,0,50,15,0,0,1,1,1,1,1,0,0,,1,1,0,1,1,,3.624499807,502.9748718,14667.83
1829,61829,902 - Low-Medium Density Residential,38096.29252,1019057.365,24250,24231,Cotati,Sonoma,902,Pre2002,902 - Low-Medium Density Residential,Residential,0,28,6,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,1.975645568,360.5361106,7995.16
1830,61830,902 - Low Density Residential,11637.46026,429451.4305,24301,24282,Cotati,Sonoma,902,Pre2002,902 - Low Density Residential,Residential,0,28,2,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.008570183,31.7240541,34.6818104
1831,61831,902 - Medium Density Residential,17712.69213,341042.7595,24315,24296,Cotati,Sonoma,902,Pre2002,902 - Medium Density Residential,Residential,0,28,10,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,0.487427885,186.69045,1972.55
1832,61832,902 - Office Commercial,1424.571056,64292.19061,24095,24076,Cotati,Sonoma,902,Pre2002,902 - Office Commercial,Commercial,0,28,15,0,0,1,1,1,0,0,0,0,,0,0,0,1,1,,15.88694694,1424.57,64292.19
1833,61833,902 - Parks,3256.508406,66932.28461,24351,24332,Cotati,Sonoma,902,Pre2002,902 - Parks,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.670884418,296.8188339,2714.97
1834,61834,902 - Public Facilities,3313.052519,106088.19,24359,24340,Cotati,Sonoma,902,Pre2002,902 - Public Facilities,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0.787190762,221.5231386,3185.65
1835,61835,902 - Rural Residential,11395.71965,469844.1111,24366,24347,Cotati,Sonoma,902,Pre2002,902 - Rural Residential,Residential,0,35,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.015377285,158.0092191,62.22966293
1836,61836,903 - Agricultural,1020.103738,58309.24458,24096,24077,Healdsburg,Sonoma,903,Pre2002,903 - Agricultural,Agriculture/Resource Extraction,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,14.40852694,1020.1,58309.24
1837,61837,903 - Downtown Commercial,2397.117035,193076.887,64865,64846,Healdsburg,Sonoma,903,Pre2002,903 - Downtown Commercial,Commercial,3,50,16,0,0,1,1,1,1,1,0,0,,1,1,0,1,1,,47.71034201,2397.12,193076.89
1838,61838,903 - Downtown Residential,2920.879979,262536.9238,24379,24360,Healdsburg,Sonoma,903,Pre2002,903 - Downtown Residential,Residential,0,35,8,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,3.079592578,482.1387124,12462.66
1839,61839,903 - Heavy Industrial,11423.78661,950899.6621,24381,24362,Healdsburg,Sonoma,903,Pre2002,903 - Heavy Industrial,Industrial,0.5,50,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,7.974542043,777.5121841,32271.82
